,Review
40,"""소설을 먼저 읽고 웹툰을 읽었습니다.1권에는 싱숑님의 사인과 메세지가 들어 있습니다.싱숑, 싱숑 작가님, 아니 제가 소설 단행본도 받아보기 전에 웹툰 단행본부터 받았습니다.외전, 소설 단행본 기다리고 있어요, 작가님.개인적으로 그분이랑 걔랑 그들의 일상생활 외전 보고 싶습니다. 믿습니다 싱숑 사랑합니다 싱숑우리 독자랑 중혁이를 비롯한 모든 캐릭터를 만들어 줘서 고마워요 싱숑이렇게 세상에서 가장 재미있는 이야기를 써 주어서 행복해요 싱숑웹툰1권은 소설 진행을 생각보다 충실히 따르고 있었습니다.우리 귀엽고 사랑스러운 독쟈가 멸살법 완결나고 허전해하는 모습, 지하철이 갑자기 멈추고 세상이 유료화되는 모습 기타 등등이요.아니 그런데 우리 독쟈는 무슨 애가 이렇게 말랑하고 예쁜 걸까요.지하철이 멈추어도 소설이 현실이 되어서 도깨비가 나타나도 세상이 유료화가 되어도 제4의 벽의 영향으로 당황하지 않고 주위 상황 파악해서 자신이 해야할 일을 챡챡 해 내는데 하얗고 귀여운 녀석이 열심히 노력하는 모습을 보니 아주 그냥 기특해서 눈물이 다 납니다.진짜 어쩜, 그 상황에서 자기가 아는 지식을 그렇게 순식간에 머릿속으로 계산 다 끝내고 응용하고 그러냐고요.그 와중에 살릴 사람 살리고.우리 예쁜 독자야, 살릴 수 있는 사람이 한정된 그 상황에서 너 자신과, 너와 친분 있는 사람을 살리려는 그 반응은 사람이면 당연한 거고 너는 그 중에서도 착한 사람 맞아. 우리 천사...독자에게 독자가 사랑한다고 말한다. 사랑해 독자야!"""
41,""" SNS에서 하도 '전독시', '전독시' 하길래 어떤 내용의 작품일까 궁금했다. 원작은 웹소설인 것으로 알고 있는데, 얼마 전 단행본 만화로 출간되었길래 냉큼 1,2권을 구입해 읽어봤다. 읽어보니, 와... 역시 사람들이 재밌다고 입을 모아 말하는 데에는 이유가 있었다. 한국의 직장인, 취업준비생이라면 누구나 공감할 만한 현실적인 설정, 기발한 이야기 전환과 시원시원한 전개, 전형적이지 않은 인물들, 진지함과 코믹함의 완급 조절까지 작품의 모든 요소가 훌륭했다. (작화도 끝내준다!) 1권에선 주인공 '김독자'가 출근 도중 10년 넘게 나 혼자 읽어온 웹소설의 세계로 넘어가는 초반의 이야기가 그려지고, 2권에선 이 세계의 결말을 아는 유일한 독자로서 차례로 떨어지는 새 미션을 수행하는 이야기가 그려진다. 현실에선 미래에 대한 희망 없이 우울하게 살고 있는 내가, 새로운 세계의 모든 국면들을 헤쳐나갈 방법을 알고 있는 용사 내지는 영웅이라면 얼마나 기분이 짜릿할까. 그리고 그 세계에서 10년 전부터 동경하고 흠모해온 '그 사람'과 마주한다면...! 앞으로의 전개가 기대된다."""
42,네이버 웹툰 절때안보고 단행본 나올때까지 존버했습니다 1 2권 함께나온 5000권 파는 걸 사고 싶었는데 그때 사정이 여의치 않아서 1권만 사서 맛만 보려고 결제 했습니다  웹툰도 드라마도 애니도 영화까지 나온다는데 심지어 5편이나!!! 언제쯤 소설 양장본을 볼 수 있을지 의문이네요 그림체는 제취향은 아니라서 3권 표지로 한수영이 나온다면 구매의사가 늘어날거 같네요
43,"""싱숑 원작 판타지 소설을 웹툰으로 한 전지적 독자 시점입니다. 네이버 시리즈에 연재한 소설 1딱 1편만 읽었어요. tts가 안되어서 전자책 간행 이후에 봐야겠더라고요. 1화만 봤는데 엄청 궁금했지만 제 눈은 소중하니까요. 네이버 시리즈가 tts까지 되면 전자책 단행본아마 안 살것 같기는 합니다. 웹툰으로 연재된줄 도 몰랐는데 이렇게 인기가 많아서 단행본으로 2권까지 나왔습니다. 예약구매했는데 적정한 기다림 후에 받은 것 같아요. 비닐 개봉하니 새 책 냄새랄까요 잉크 냄새랄까요 오랜만에 맡아보는 냄새라 기분 좋았습니다. 책 내부에 카드 3장있는데 이길영, 유중혁, 정희원나왔어요. 유중혁은 표지의 인물인데요 원작도 안 읽어보고 구입한 책이라 김독자 말라고눈 아무것도 몰라요 후속 나왔으면 좋겠습니다. 책은 천천히 두고두고 볼께요"""
44,"""드디어 전지적 독자 시점이 웹소설에서만 볼 수가 있었는데 이제는 만화책으로 출판이 되었습니다!! 원래 전지적 독자 시점이 만화로는 인터넷 상에서 나오고 있었지만 이렇게 책으로 나온 것은 이번 달 부터인것 같네요. 그런데 만화책으로는 그렇게 많은 편수를 담고 있지 않아 아무래도계속해서 읽기 위해서는 나오는 족족 구매를 해서 보아야 한다는 단점이 있네요, 줄거리를 소개해드리자면 누적 조회 수 1억 뷰,레전드 판타지 웹 소설 마침내 웹툰으로.총 연재 횟수 3,149회평균 조회 수 1.9회평균 댓글 수 1.08개10년 넘게 나 혼자 읽어온 소설의 완결을 본 그날.소설 속 세계는 현실이 되었고, 이 세계의 결말을 알고 있는 유일한 독자가 되었다.이것은 독자(讀者)의 설화. 동시에, 독자(獨子)의 설화.단, 한 사람의 독자를 위한 이야기다.[지금부터 메인 시나리오가 시작됩니다.]"""
0,사실 소설은 전혀 보지 못하고 해당 웹툰을 접하였습니다. 회귀물을 처음 접하였는데 아주 재밌게 보았습니다. 요즘이런 회귀물들이 아주많지만 단연 스토리도 탄탄하고 떡밥 회수도 잘하고 그림체도 좋고 단연 탑급 작품입니다. 얼른얼른 완결까지 후다다다다닥 나왔으면 좋겠습니다. 얼른얼른 완결까지 후다다다다닥 나왔으면 좋겠습니
1,전지적 독자 시점 4권입니다.동명의 웹소설을 원작으로 하는 웹툰이 서적화 된 책입니다. 굉장한 인기를 얻었던 작품이고 저도 웹툰을 워낙 재미있게 보고 있는지라 이렇게 책으로도 구매를 하게 되었습니다. 주인공 독자는 멸살법이라는 인기없는 소설을 혼자서 완결까지 보게 되었고 완결이 나는날 세계는 멸살법과 같은 세계가 되어 버립니다. 그리고 주인공은 거기에서 소설에 나오던 사람 그리고 아닌사람들과 부대끼며 이야기를 이어가게 되는 거죠. 상당히 흥미롭기도 하고 캐릭터 디자인도 잘 빠져서 여러모로 보는 재미가 있습니다.
2,소장목적으로 산건데도 처음부터 끝까지 쭉 다시 읽게되는 몰입도가 최고인거같아요 아는내용임에도 불구하고 뒷내용이 궁금해서 계속 보게되고 그냥 최고… 전독시 웹툰 소장본 많이 팔리면 좋겠네요. 얼른 다음 소장본도 나오면 좋겠지만 웹툰 보면서 기다리면 언젠간 나오겠죠.. 특전 카드도 매번 챙겨주시고 편집도 깔끔하게 읽기좋게 잘 되있어서 늘 감사하게 여기고 있어요!!
3,이럴수가.. 이벤트 하는김에 두권 구매하려고 했는데 이미 구매한 책이라네요 성실하게 나올때마다 잘 샀나봅니다 이벤트에 참여하지 못해서 아쉬우면서도 다행이다싶고 그러네요 아무튼간에 원작따라서 잘 가고 있어서 좋아요 다음권도 빨리 나왔으면 좋겠습니다 웹툰은 표현력과 연출이 특히 마음에 들어요 ㅎㅎ 매번 이번 표지는 누구일지 짐작하는 재미도 쏠쏠합니다
4,전지적 독자시점은 정말 내용이 창의적이다.처음 웹툰으로 접하고 정말 재미있게 보고있다. 보고있는 몇 안돼는 웹툰 중내가정말 좋아하는 웹툰이다.  다음에 어떻게 전개가 될지 기대가 되고 궁금하다.종이책으로 나오고 4권째 웹툰으로 한번 봤는데도 구매해서 또 보게되는 만화다책장을 넘기면서 보는게 훨씬 안정감이 있고 좋다.책표지가 보드랍고 너무 고급져. ㅎ ㅎ
5,"""전지적 독자 시점 웹툰 4권입니다. 미루고 미루다가 얼마전에 4권을 읽었습니다. 다 읽으니까 벌써 5권이 기다려지네요. 아무래도 전독시 웹툰은 단행본을 구매해서 보고 있는지라 5권이 더 기다려지는 거 같아요. 벌써 4권에서 이어질 내용이 궁금합니다.이제 본격적으로 독자랑 중혁이 만나서 시나리오를 달성할 거 같은 분위기, 전개라고 생각이 듭니다. 얼른 5권, 6권, 쭉쭉 나왔으면 합니다."""
6,전독시는 무조건 소장해야해서 구매한다~~~~웹툰도 역시나 만족갈수록 더 잘그리는 ㅎㅎ 5권 표지인물 누구인지 궁금하다 몇권까지 나올지도 궁금하고 부록은 이제 상관없다 ㅎㅎ소설로 보고 그림으로보고 넘 좋다 ㅠㅠ 5권은 언제 나올려나쓸말 없다 ㅠㅠ 웹툰으로 이미보고들 있으니  할말이 없다 책은 소장해야해서  ㅋㅋ 꼭 구매중  책장에 있으면 만족스러우니
7,전지적 독자시점 웹툰 단행본 4권! 이번에도 구매했어요. 표지가 현성이인데 근육이나 포즈같은게 잘 나와서 좋네요^_^ 한정판 굿즈같은게 있으면 좋겠지만 그럼 단행본 가격이 올라가니까 이렇게 작은 캐릭터카드 한두개만 끼워서 일반으로 파는 것도 좋아요. 괜한 경쟁도 없고 구성품 불만도 없으니까요. 소설 단행본은 그렇게 돼서..ㅠㅠ 아무튼 다음 권도 어서 나오길~!
8,에이템포미디어 출판사의 싱숑 작가님(작화 슬리피)의 전지적 독자 시점 4가 드디어 나왔습니다~!!! 항상 하는 말이지만 작화나 각색이 너무 잘돼서 전독시의 팬으로서 항상 기분이 좋아요..책 표지도 보들거려서 마음에 든답니다.. 완결 나려면 한참 남았지만 얼른 완결까지 쭉 달리고 싶네요..ㅠㅠ 그때를 위해서 이 책은 그냥 소장본으로 잘 간직해둘게요~ 웹툰 넣을만한 박스도 있었으면 좋겠어요 점점 많아지니까 감당이 안되기 시작..
9,웹툰이 재밌어서소장용으로 구매 중이예요. 역시나 단행본으로 보는 재미도 새롭네요. 쭈욱 기대합니다. 웹툰도 쿠키 굽고 있는 웹툰이라 소장 가치 까지 있어 더 좋네요. 그림체가 확실히 다른 고퀄 웹툰에 시나리오까지 더해지니 실패가 없어요. 언제든지 꺼내보고 언제봐도 새로워 정독하고 있어요.다른 웹툰들과 클래스가 다르다는 것이 확실히 느껴져요. 몰입감이 제대로라 아들까지 물려줄 각오로 구매합니다.
10,드디어 기다리고 기다리던 전지적 독자 시점 4권이 나왔습니다~~!!!이번에는 한정판이 아닌 초판 한정 부록으로 캐릭터카드가  2장 동봉되어 있습니다. 안나크로프트와 이지혜~!!카드가 나온거 처럼 안나크로프트라는 새 등장인물이...정발속도가 좀 더 빨랐으면 좋겠네요ㅎㅎㅎ아무튼 다음권도 무지 기대됩니다.~~!!!5권 빨리 발매해주세요??
11,언제나 나올까 기다렸는데 드디어 4권이 나왔네요.꿀잼입니다.다음 권 손 꼽아 기다리는 작품 중 하나입니다.우리의 독자씨 점점 멋있어지고 동료들도 점차 성장하는 모습이 참 보기 좋네요~~!원래 이야기 속 주인공인 유중혁은 김독자씨한테 이입해서 보다보니까 조금 재수없긴해요.ㅋㅋㅋ앞으로의 이야기도 기대됩니다~~!!!5권은 언제 나올려나요.ㅎㅎ
12,다음권도 빨리 나오길옆동네 나혼 못지 않은 작품인데품절이 안뜨는게 아쉽네요다음권도 어여어여 발간 되었으면 합니다다음권도 빨리 나오길옆동네 나혼 못지 않은 작품인데품절이 안뜨는게 아쉽네요다음권도 어여어여 발간 되었으면 합니다다음권도 빨리 나오길옆동네 나혼 못지 않은 작품인데품절이 안뜨는게 아쉽네요다음권도 어여어여 발간 되었으면 합니다다음권도 빨리 나오길옆동네 나혼 못지 않은 작품인데품절이 안뜨는게 아쉽네요다음권도 어여어여 발간 되었으면 합니다
0,전지적 독가 시점 3연재를 접하다 소장하고파서 구매한 책그림체도 이쁘고 너무나 사실적으로 잘 그려서 그럼만봐도 시간가는줄 모르고 보게 되는 책입니다 과거로 회귀해서 펼쳐지는 판타지 무협이라 장르롤 얘기하고 싶어요 한권한권 읽다보면 작가님의 상상력에 박수를 치고 있는 저자신을 보게되네요 재밌어요 연재로 보기에는 아까워 책을 욕심내어 소장하고 있는데 돈이 아깝지 않아요 꼭 보세요 추천해요 연령대 상관없이 읽을수있어요 아이와 다같이 보고 있어요 삽화도 너무나 잘 그렸고 내용도 평법하지 않아요 판타지 장르를 자주 접하지 않은 독자에게도 부담없이 절할수있을꺼예요 다음권 사러 갑니다 강추해요 소장하세요
1,전지걱 독자 시점 2아들이 타사에서 매일매일 하루 한편씩 업데이트 해주는걸 읽어보기에 책으로 소장하게 해주자 싶어 1권을 구매하고 읽어보고 재밌있어 이젠 아들보다 제가 더 좋아하게된 책이런 장르의 책을 읽어보지 않았는데 그림체도 생각보다 내 취향이다 어쩜 그림이 저렇게 리얼하고 그릴수있나 감탄에 감탄을 하면서 페이지를 한장씩 넘겨보고 있어요 내용도 내용이지만 삽화가 더 눈에가네요 이런 장르를 좋아하지 않는 독자도 빠져들게 되는 전독시 너무 재밌고 삽화가 좋아서 다음권도 주문했어요 소장추천합니다 이런책을 소장하고 재탕을 해야해요 한번 읽어볼때랑 재탕할때랑 느낌이 또 다릅니다 꼭 읽어보고 소장하시라 강추합니다
2,사실 소설은 전혀 보지 못하고 해당 웹툰을 접하였습니다. 회귀물을 처음 접하였는데 아주 재밌게 보았습니다. 요즘이런 회귀물들이 아주많지만 단연 스토리도 탄탄하고 떡밥 회수도 잘하고 그림체도 좋고 단연 탑급 작품입니다. 얼른얼른 완결까지 후다다다다닥 나왔으면 좋겠습니다. 얼른얼른 완결까지 후다다다다닥 나왔으면 좋겠습니
3,전지적 독자 시점 4권입니다.동명의 웹소설을 원작으로 하는 웹툰이 서적화 된 책입니다. 굉장한 인기를 얻었던 작품이고 저도 웹툰을 워낙 재미있게 보고 있는지라 이렇게 책으로도 구매를 하게 되었습니다. 주인공 독자는 멸살법이라는 인기없는 소설을 혼자서 완결까지 보게 되었고 완결이 나는날 세계는 멸살법과 같은 세계가 되어 버립니다. 그리고 주인공은 거기에서 소설에 나오던 사람 그리고 아닌사람들과 부대끼며 이야기를 이어가게 되는 거죠. 상당히 흥미롭기도 하고 캐릭터 디자인도 잘 빠져서 여러모로 보는 재미가 있습니다.
